Site Name,Address,KBS #,Customer #,City,State,Crew ID,Job Type,Time In,Time Out,Status,Duration,Punch In Caller ID,Punch In Phone Type,Punch In Latitude,Punch In Longitude,Punch Out Caller ID,Punch Out Phone Type,Punch Out Latitude,Punch Out Longitude,Source,Punch Reason
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,9496,CREW,2026-06-16 05:58,2026-06-16 12:00,Closed,06:02,,"",29.822679787765228,-95.19695915551122,,"",29.82470056322402,-95.18993859675267,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,1009,CREW,2026-06-16 05:59,2026-06-16 12:31,Closed,06:32,,"",29.824678798056773,-95.18992637337298,,"",29.824678798056773,-95.18992637337298,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6067,CREW,2026-06-16 05:59,2026-06-16 12:00,Closed,06:01,,"",29.824671853619307,-95.18993311756468,,"",29.824673034327123,-95.1898839526485,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6532,CREW,2026-06-16 06:01,2026-06-16 12:04,Closed,06:03,,"",29.822653199999998,-95.1970543,,"",29.8251063,-95.19035110000002,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,2189,CREW,2026-06-16 06:04,2026-06-16 12:00,Closed,05:56,,"",29.8224933,-95.1973083,,"",29.8243893,-95.1894696,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,5794,CREW,2026-06-16 06:04,2026-06-16 12:00,Closed,05:56,,"",29.8233223,-95.1946899,,"",29.8243783,-95.189388,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,4156,CREW,2026-06-16 06:04,2026-06-16 12:00,Closed,05:56,,"",29.8238117,-95.1938317,,"",29.8244417,-95.1896153,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,9318,CREW,2026-06-16 06:08,2026-06-16 12:00,Closed,05:52,,"",29.822525408854318,-95.19726043890763,,"",29.82471026945828,-95.18995544757058,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,1276,CREW,2026-06-16 06:20,2026-06-16 12:00,Closed,05:40,,"",29.8231464,-95.1957973,,"",29.8250932,-95.1903052,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6586,CREW,2026-06-16 12:57,2026-06-16 17:01,Closed,04:04,,"",29.8242422,-95.1892215,,"",29.8251826,-95.1897848,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,4156,CREW,2026-06-16 12:59,2026-06-16 17:00,Closed,04:01,,"",29.8244967,-95.1895701,,"",29.8246805,-95.1912553,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,1009,CREW,2026-06-16 12:59,2026-06-16 17:00,Closed,04:01,,"",29.824678798056773,-95.18992637337298,,"",29.824678798056773,-95.18992637337298,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6067,CREW,2026-06-16 12:59,2026-06-16 17:00,Closed,04:01,,"",29.824669891076805,-95.18991352090615,,"",29.824677954662913,-95.189962515282,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,0957,CREW,2026-06-16 13:00,2026-06-16 17:00,Closed,04:00,,"",29.82473500033628,-95.1899779695032,,"",29.827971165001873,-95.1900070895808,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,1276,CREW,2026-06-16 13:00,2026-06-16 17:01,Closed,04:01,,"",29.8251097,-95.1903055,,"",29.8241906,-95.1924849,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,2189,CREW,2026-06-16 13:00,2026-06-16 17:00,Closed,04:00,,"",29.8243819,-95.1895308,,"",29.828059,-95.1904904,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,9496,CREW,2026-06-16 13:00,2026-06-16 17:02,Closed,04:02,,"",29.824728418815084,-95.18998152396318,,"",29.824914628244656,-95.19046510024788,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,5794,CREW,2026-06-16 13:00,2026-06-16 17:01,Closed,04:01,,"",29.824217,-95.1893536,,"",29.8245087,-95.1894896,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,3675,CREW,2026-06-16 13:00,2026-06-16 17:00,Closed,04:00,,"",29.824695607699784,-95.18993346395965,,"",29.824288995954706,-95.19187857441938,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6532,CREW,2026-06-16 13:00,2026-06-16 17:01,Closed,04:01,,"",29.8251065,-95.1903509,,"",29.828744950459136,-95.1830213401018,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,9318,CREW,2026-06-16 13:00,2026-06-16 17:00,Closed,04:00,,"",29.8247584501855,-95.19003654079664,,"",29.824755775897035,-95.190008021582,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6261,CREW,2026-06-16 13:00,2026-06-16 17:00,Closed,04:00,,"",29.8242283,-95.1893152,,"",29.8251047,-95.1898529,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6320,CREW,2026-06-16 14:30,2026-06-16 17:00,Closed,02:30,,"",29.824670190695315,-95.18989993758393,,"",29.825140570980356,-95.18979996556587,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,0000,CREW,2026-06-16 18:22,2026-06-17 00:44,Closed,06:22,,"",29.82485370296596,-95.19016630233779,,"",29.824729289562704,-95.18997315731495,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,7085,CREW,2026-06-16 18:27,2026-06-17 00:30,Closed,06:03,,"",29.82466256550076,-95.18987723475401,,"",29.824686699088858,-95.18991847287752,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,3701,CREW,2026-06-16 18:29,2026-06-17 00:30,Closed,06:01,,"",29.82471327519392,-95.18994353740723,,"",29.824722381321855,-95.18998490954878,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,480474019,CREW,2026-06-16 18:29,2026-06-17 00:30,Closed,06:01,,"",29.8243923,-95.1894391,,"",29.8242673,-95.1893942,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6007,CREW,2026-06-16 18:29,2026-06-17 00:31,Closed,06:02,,"",29.8243745,-95.1893701,,"",29.8243719,-95.18942,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,7204,CREW,2026-06-16 18:29,2026-06-17 00:30,Closed,06:01,,"",29.8246513353448,-95.18991929391477,,"",29.82470724081169,-95.18994588625586,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,8398,CREW,2026-06-16 18:30,2026-06-17 00:30,Closed,06:00,,"",29.8246577,-95.1895993,,"",29.8245287,-95.189586,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,3155,CREW,2026-06-16 18:30,2026-06-17 00:30,Closed,06:00,,"",29.824650787495205,-95.18990034938557,,"",29.824657490912994,-95.1899332248559,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,8216,CREW,2026-06-16 18:30,2026-06-17 00:30,Closed,06:00,,"",29.824680787612273,-95.19007638042387,,"",29.824706291496206,-95.18998234590089,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,2712,CREW,2026-06-16 18:44,2026-06-17 00:31,Closed,05:47,,"",29.825543686399588,-95.1883560955424,,"",29.82940291999939,-95.19018553999987,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6007,CREW,2026-06-17 01:29,2026-06-17 05:30,Closed,04:01,,"",29.8244728,-95.1894754,,"",29.8244468,-95.1898162,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,7204,CREW,2026-06-17 01:29,2026-06-17 05:31,Closed,04:02,,"",29.82468263291579,-95.18991388019744,,"",29.82487185775766,-95.18982096686514,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,3701,CREW,2026-06-17 01:30,2026-06-17 05:30,Closed,04:00,,"",29.824709834563066,-95.18995297629627,,"",29.824899257445505,-95.19034913169448,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,8216,CREW,2026-06-17 01:30,2026-06-17 05:30,Closed,04:00,,"",29.824684072157993,-95.18995002870273,,"",29.824620036196425,-95.18991270287543,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,3155,CREW,2026-06-17 01:30,2026-06-17 05:30,Closed,04:00,,"",29.824668378443732,-95.18993052685163,,"",29.824909893823623,-95.19036110499425,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,7085,CREW,2026-06-17 01:30,2026-06-17 05:30,Closed,04:00,,"",29.824636942690596,-95.18990012333508,,"",29.8246735138536,-95.18996924300583,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,480474019,CREW,2026-06-17 01:30,2026-06-17 05:31,Closed,04:01,,"",29.8244247,-95.1895288,,"",29.8243269,-95.1896265,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,8398,CREW,2026-06-17 01:30,2026-06-17 05:30,Closed,04:00,,"",29.8245551,-95.1897074,,"",29.824469,-95.1897363,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,0000,CREW,2026-06-17 01:30,2026-06-17 05:43,Closed,04:13,,"",29.82471493803239,-95.18996789997273,,"",29.824816184146165,-95.19071104945166,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,2712,CREW,2026-06-17 01:30,2026-06-17 05:30,Closed,04:00,,"",29.82794194446881,-95.19498347363269,,"",29.82497619127318,-95.18973073584118,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6261,CREW,2026-06-17 05:55,2026-06-17 12:00,Closed,06:05,,"",29.8248931,-95.1899405,,"",29.8243538,-95.1892202,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6320,CREW,2026-06-17 05:55,2026-06-17 13:30,Closed,07:35,,"",29.825125021733328,-95.18985445583323,,"",29.824448683068113,-95.19015648589087,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,0957,CREW,2026-06-17 05:55,2026-06-17 12:00,Closed,06:05,,"",29.825146221583584,-95.18983757132216,,"",29.824760317780786,-95.19001438919705,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,2189,CREW,2026-06-17 05:55,2026-06-17 12:00,Closed,06:05,,"",29.8227117,-95.1969233,,"",29.8243966,-95.1895114,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6586,CREW,2026-06-17 05:55,2026-06-17 12:02,Closed,06:07,,"",29.8251536,-95.1898473,,"",29.8306595,-95.1893233,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,3675,CREW,2026-06-17 05:57,2026-06-17 12:00,Closed,06:03,,"",29.824696325460426,-95.1899337069133,,"",29.824695239079844,-95.18994043818896,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,9496,CREW,2026-06-17 05:57,2026-06-17 12:00,Closed,06:03,,"",29.823764531910445,-95.19385897557238,,"",29.824701536473068,-95.18994071131854,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,1009,CREW,2026-06-17 05:59,2026-06-17 12:00,Closed,06:01,,"",29.824678587099843,-95.18992511191098,,"",29.824678587099843,-95.18992511191098,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,4156,CREW,2026-06-17 05:59,2026-06-17 12:00,Closed,06:01,,"",29.825005,-95.1903,,"",29.8243214,-95.1896089,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6067,CREW,2026-06-17 06:00,2026-06-17 12:00,Closed,06:00,,"",29.82462993786739,-95.18988804091542,,"",29.82463131236914,-95.18985843523139,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,1276,CREW,2026-06-17 06:01,2026-06-17 12:00,Closed,05:59,,"",29.8262597,-95.1888965,,"",29.8250952,-95.1902686,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,5794,CREW,2026-06-17 06:01,2026-06-17 12:00,Closed,05:59,,"",29.8231514,-95.1956572,,"",29.8242881,-95.1892119,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6532,CREW,2026-06-17 06:02,2026-06-17 12:01,Closed,05:59,,"",29.824941278974723,-95.1921055344513,,"",29.82483655105138,-95.19168593760746,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,9318,CREW,2026-06-17 06:03,2026-06-17 12:00,Closed,05:57,,"",29.822611322860308,-95.19706068199996,,"",29.824729184056572,-95.18997480825978,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6586,CREW,2026-06-17 12:58,2026-06-17 17:03,Closed,04:05,,"",29.8242397,-95.1893722,,"",29.8251686,-95.1898035,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6532,CREW,2026-06-17 12:59,2026-06-17 17:01,Closed,04:02,,"",29.825053606984934,-95.190299943576,,"",29.825109649559558,-95.19026993681966,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,4156,CREW,2026-06-17 12:59,2026-06-17 17:00,Closed,04:01,,"",29.8242332,-95.1893133,,"",29.8249833,-95.190345,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,1009,CREW,2026-06-17 12:59,2026-06-17 17:01,Closed,04:02,,"",29.824678587099843,-95.18992511191098,,"",29.824678587099843,-95.18992511191098,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6067,CREW,2026-06-17 13:00,2026-06-17 17:02,Closed,04:02,,"",29.824671261614764,-95.18989571310344,,"",29.824807964367405,-95.19004959566811,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,2189,CREW,2026-06-17 13:00,2026-06-17 17:00,Closed,04:00,,"",29.824306,-95.1894537,,"",29.8249983,-95.1902767,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,0957,CREW,2026-06-17 13:00,2026-06-17 17:00,Closed,04:00,,"",29.824734592192293,-95.18997726418753,,"",29.825189322909164,-95.18983596592842,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,1276,CREW,2026-06-17 13:00,2026-06-17 17:00,Closed,04:00,,"",29.825137,-95.1907682,,"",29.825127,-95.1907636,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6261,CREW,2026-06-17 13:00,2026-06-17 17:02,Closed,04:02,,"",29.8242949,-95.1894882,,"",29.8242251,-95.1893514,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,9496,CREW,2026-06-17 13:00,2026-06-17 17:01,Closed,04:01,,"",29.824734611679233,-95.190005068095,,"",29.82471761521769,-95.18995223674536,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,9318,CREW,2026-06-17 13:00,2026-06-17 17:00,Closed,04:00,,"",29.824729184056572,-95.18997480825978,,"",29.824729184056572,-95.18997480825978,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,3675,CREW,2026-06-17 13:00,2026-06-17 17:00,Closed,04:00,,"",29.824696863935458,-95.18993503090262,,"",29.824786009993606,-95.18996784130391,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,5794,CREW,2026-06-17 13:01,2026-06-17 17:01,Closed,04:00,,"",29.824488,-95.1895753,,"",29.8244786,-95.1894586,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6320,CREW,2026-06-17 14:30,2026-06-17 17:00,Closed,02:30,,"",29.824662468463792,-95.18992840727327,,"",29.824674279111303,-95.18994496420679,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,0000,CREW,2026-06-17 18:21,2026-06-18 00:34,Closed,06:13,,"",29.82473047666855,-95.1899582654436,,"",29.824716235552323,-95.18996877131573,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,8216,CREW,2026-06-17 18:22,2026-06-18 00:30,Closed,06:08,,"",29.824639631516135,-95.18987484997882,,"",29.824672258768075,-95.1899327043822,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,7204,CREW,2026-06-17 18:29,2026-06-18 00:30,Closed,06:01,,"",29.824674286867673,-95.1899062089209,,"",29.824674145468208,-95.18990893866938,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,3701,CREW,2026-06-17 18:29,2026-06-18 00:30,Closed,06:01,,"",29.82471112717299,-95.18993868414863,,"",29.824713352154227,-95.18995635809291,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,480474019,CREW,2026-06-17 18:30,2026-06-18 00:30,Closed,06:00,,"",29.8243494,-95.1894683,,"",29.8243443,-95.1893749,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,8398,CREW,2026-06-17 18:30,2026-06-18 00:30,Closed,06:00,,"",29.8245812,-95.1897271,,"",29.8245726,-95.1896077,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6007,CREW,2026-06-17 18:30,2026-06-18 00:30,Closed,06:00,,"",29.824417,-95.1893983,,"",29.8244149,-95.1894671,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,7085,CREW,2026-06-17 18:30,2026-06-18 00:30,Closed,06:00,,"",29.824688020370687,-95.18995376893103,,"",29.82489017914838,-95.1899619515611,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,3155,CREW,2026-06-17 18:30,2026-06-18 00:30,Closed,06:00,,"",29.824625477057175,-95.18986041803217,,"",29.824975440306467,-95.19023269423766,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,2712,CREW,2026-06-17 18:47,2026-06-18 00:30,Closed,05:43,,"",29.825059525393932,-95.18953640277876,,"",29.824995021803137,-95.1898784783359,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,0000,CREW,2026-06-18 01:29,2026-06-18 05:30,Closed,04:01,,"",29.824730236330552,-95.1899748388097,,"",29.825391003556906,-95.19118616959521,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,7204,CREW,2026-06-18 01:30,2026-06-18 05:30,Closed,04:00,,"",29.82465793048305,-95.18989106024534,,"",29.825897248051668,-95.18984214592483,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,3701,CREW,2026-06-18 01:30,2026-06-18 05:30,Closed,04:00,,"",29.82471344759703,-95.18995546042359,,"",29.82490098684925,-95.1902498467424,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,7085,CREW,2026-06-18 01:30,2026-06-18 05:40,Closed,04:10,,"",29.824634006707267,-95.18990121208643,,"",29.824796589062935,-95.19017781309863,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6007,CREW,2026-06-18 01:30,2026-06-18 05:30,Closed,04:00,,"",29.8243908,-95.1893713,,"",29.8247431,-95.1900075,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,3155,CREW,2026-06-18 01:30,2026-06-18 05:30,Closed,04:00,,"",29.82497469050828,-95.19022075002509,,"",29.824907692220656,-95.19024795700896,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,480474019,CREW,2026-06-18 01:30,2026-06-18 05:40,Closed,04:10,,"",29.8242905,-95.1892715,,"",29.8246235,-95.1899055,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,8216,CREW,2026-06-18 01:30,2026-06-18 05:30,Closed,04:00,,"",29.824645399527554,-95.18987845855835,,"",29.824400504012395,-95.18961008860313,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,8398,CREW,2026-06-18 01:30,2026-06-18 05:30,Closed,04:00,,"",29.8245496,-95.1896203,,"",29.8243694,-95.189723,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,2712,CREW,2026-06-18 01:31,2026-06-18 05:30,Closed,03:59,,"",29.829256893860205,-95.19031302244407,,"",29.824888429754722,-95.19035540590365,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,3675,CREW,2026-06-18 05:55,2026-06-18 12:03,Closed,06:08,,"",29.824693670197455,-95.18993035989486,,"",29.824691739817744,-95.18993607390316,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6261,CREW,2026-06-18 05:55,2026-06-18 12:00,Closed,06:05,,"",29.824413,-95.1893558,,"",29.8243136,-95.1893628,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6320,CREW,2026-06-18 05:55,2026-06-18 13:30,Closed,07:35,,"",29.82466260543812,-95.18990562658612,,"",29.824628126555442,-95.18996397198288,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,6586,CREW,2026-06-18 05:55,2026-06-18 12:01,Closed,06:06,,"",29.8243581,-95.1896804,,"",29.8242739,-95.1891609,,user
Chewy - HOU1,13250 Crosby Rd,187577,HOU1,Houston,TX,9496,CREW,2026-06-18 05:57,2026-06-18 12:00,Closed,06:03,,"",29.824730251982977,-95.1899599453223,,"",29.824728433954462,-95.18996244784148,,user
